#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
 8817845	15.026	 1-17	4883	146	131	 4.549	 0.072	 0.039	 0.725	 0.083	 0.053	 24.20	 1.90	 2313.2	   66.9	 	      	0	0	 	0	M17	Simbad	291.43735	+45.05154
 8818096	15.980	 2-17	5162	153	153	 4.606	 0.036	 0.078	 0.787	 0.082	 0.082	 18.47	 1.51	 5345.1	  174.3	 	      	0	0	 	0	M17	Simbad	291.53500	+45.03891
 8818193	15.857	 4-17	5103	179	179	 4.530	 0.084	 0.063	 0.730	 0.103	 0.051	 17.23	 1.49	 1719.6	   67.4	 	      	0	0	 	0	M17	Simbad	291.56689	+45.04983
 8818970	14.668	 2-16	4231	148	163	 4.641	 0.056	 0.024	 0.601	 0.067	 0.055	 13.80	 1.16	 2604.6	  122.7	 	      	0	0	 	0	M17	Simbad	291.83923	+45.02235
 8819073	13.665	 2-16	4262	148	163	 4.648	 0.056	 0.024	 0.603	 0.061	 0.061	 11.77	 0.83	 2612.2	  123.4	 	      	0	0	 	0	M17	Simbad	291.88242	+45.06133
 8819253	14.501	 2-16	5024	176	176	 4.527	 0.080	 0.088	 0.743	 0.103	 0.055	 10.17	 0.79	 6808.5	  353.8	 	      	0	0	 	0	M17	Simbad	291.95947	+45.06154
 8821996	15.408	 1-17	5147	154	154	 4.587	 0.030	 0.084	 0.844	 0.064	 0.088	 15.75	 1.21	 2478.1	   90.7	 	      	0	0	 	0	M17	Simbad	293.08499	+45.01724
 8822213	15.719	 4-17	3688	 66	 73	 4.841	 0.045	 0.041	 0.438	 0.031	 0.047	 33.06	 3.48	  792.4	   27.0	 	      	0	0	 	0	M17	Simbad	293.17078	+45.09946
 8822214	15.249	 1-17	5115	153	153	 4.521	 0.091	 0.063	 0.740	 0.095	 0.059	 19.39	 1.74	  916.3	   35.3	 	      	1	0	 	0	M17	Simbad	293.17108	+45.01642
 8822269	15.212	 1-17	5091	152	137	 4.606	 0.022	 0.088	 0.860	 0.048	 0.083	 24.71	 1.87	 4371.0	  120.0	 	      	0	0	 	0	M17	Simbad	293.18988	+45.08044
 8822612	15.094	 1-17	4612	138	152	 4.613	 0.054	 0.027	 0.638	 0.071	 0.045	  5.61	 0.39	16721.9	  917.5	 	-0.403	0	0	 	0	M17	Simbad	293.31415	+45.02678
 8822710	15.764	 1-17	3678	 49	 60	 4.848	 0.038	 0.035	 0.433	 0.028	 0.037	 19.53	 1.50	  522.7	   27.7	 	      	 	 	 	0	M17	Simbad	293.34750	+45.06657
 8823360	15.989	 4-17	3352	 43	 40	 4.969	 0.040	 0.044	 0.267	 0.052	 0.030	 75.42	 5.22	 2865.7	   49.8	 	      	0	0	 	0	M17	Simbad	293.59290	+45.08606
 8823412	15.998	 4-17	4885	177	157	 4.541	 0.072	 0.048	 0.738	 0.085	 0.054	 13.43	 0.97	 2239.1	   96.4	 	      	0	0	 	0	M17	Simbad	293.61340	+45.06455
 8823902	15.402	 1-17	3514	 63	 70	 4.888	 0.050	 0.041	 0.379	 0.045	 0.056	 28.98	 1.89	 2500.4	   67.3	 	      	 	 	 	0	M17	Simbad	293.79895	+45.01301
 8824141	15.417	 1-17	3994	 89	 99	 4.701	 0.020	 0.030	 0.601	 0.024	 0.036	 36.17	 4.35	  394.8	   15.6	 	      	0	0	 	0	M17	Simbad	293.88733	+45.03733
 8824158	15.633	 1-17	3764	 51	 51	 4.730	 0.033	 0.015	 0.523	 0.026	 0.022	 43.02	 3.72	 1436.2	   35.7	 	      	0	0	 	0	M17	Simbad	293.89548	+45.09865
 8824320	16.493	 7- 7	4204	149	164	 4.677	 0.070	 0.030	 0.549	 0.062	 0.051	 17.11	 1.29	 2750.6	  185.3	 	      	0	0	 	0	M17	Simbad	293.95041	+45.00751
 8824498	14.829	 1-17	5171	171	155	 4.397	 0.144	 0.336	 0.868	 0.073	 0.060	 37.72	 4.39	  262.9	   10.2	 	      	 	 	 	0	M17	Simbad	294.01508	+45.02632
 8825043	13.470	 0-17	3368	112	 82	 5.067	 0.104	 0.127	 0.207	 0.114	 0.062	 30.63	 3.02	 1288.7	   32.3	 	      	0	0	 	0	M17	Simbad	294.21680	+45.01627
 8825364	13.824	 1-17	5083	152	137	 4.468	 0.104	 0.115	 0.815	 0.081	 0.059	 51.14	 3.35	  330.8	   11.7	 	      	0	0	 	0	M17	Simbad	294.32730	+45.07287
 8825755	15.147	 4-17	4896	186	169	 4.460	 0.096	 0.448	 0.825	 0.054	 0.048	 21.81	 1.66	 4967.8	  143.7	 	      	0	0	 	0	M17	Simbad	294.46951	+45.02153
 8825951	15.938	 1-17	3778	101	112	 4.782	 0.078	 0.048	 0.473	 0.050	 0.062	 16.88	 1.24	 1603.0	   65.4	 	      	0	0	 	0	M17	Simbad	294.53360	+45.04098
 8826007	15.498	 1-17	4406	118	131	 4.670	 0.036	 0.040	 0.621	 0.065	 0.053	 35.18	 2.66	  979.9	   28.8	 	      	0	0	0	0	M17	Simbad	294.55383	+45.08139
 8827428	15.972	 1-17	3698	 44	 55	 4.810	 0.035	 0.028	 0.464	 0.026	 0.034	 41.84	 4.42	 1384.7	   37.5	 	      	0	0	 	0	M17	Simbad	295.04312	+45.07698
 8827784	15.310	 1-17	4236	115	140	 4.682	 0.063	 0.027	 0.547	 0.056	 0.046	 19.15	 1.49	  190.8	   14.7	 	      	0	0	 	0	M17	Simbad	295.15750	+45.02881
 8832146	14.730	 1-17	4228	127	127	 4.641	 0.049	 0.021	 0.609	 0.060	 0.055	 34.94	 3.03	  716.5	   20.2	 	      	 	 	 	0	M17	Simbad	296.64969	+45.08999
 8832353	15.520	 1-17	4650	126	140	 4.611	 0.052	 0.028	 0.654	 0.078	 0.048	 10.76	 0.88	 1791.6	   84.0	 	      	1	0	 	0	M17	Simbad	296.70639	+45.02271
 8832372	15.649	 2-17	5183	153	153	 4.534	 0.075	 0.067	 0.745	 0.103	 0.059	 24.03	 1.63	  655.6	   27.5	 	      	0	0	 	0	M17	Simbad	296.71204	+45.02055
 8832676	15.466	 4-17	3737	 66	 66	 4.779	 0.039	 0.024	 0.476	 0.031	 0.031	 10.83	 0.77	 3333.9	  143.2	 	      	0	0	 	0	M17	Simbad	296.79715	+45.02796
 8836388	15.594	 2-17	3497	 62	 69	 4.920	 0.060	 0.045	 0.339	 0.049	 0.060	  4.25	 0.33	 9942.8	  640.4	 	      	 	 	 	0	M17	Simbad	297.77655	+45.08461
 8836921	15.646	 1-17	4226	115	140	 4.695	 0.067	 0.031	 0.531	 0.056	 0.046	 11.06	 0.75	 3374.5	  145.1	 	      	0	0	 	0	M17	Simbad	297.91455	+45.07202
 8837025	14.768	 1-17	5088	167	137	 4.456	 0.102	 0.357	 0.828	 0.084	 0.058	 10.98	 0.85	 3525.5	  144.5	 	      	0	0	 	0	M17	Simbad	297.93927	+45.04159
 8837573	14.768	 1-17	4400	118	131	 4.672	 0.059	 0.027	 0.558	 0.056	 0.038	 17.47	 1.34	 4583.5	  146.9	 	      	0	0	 	0	M17	Simbad	298.06110	+45.07891
 8838877	15.045	 1-17	5095	153	138	 4.529	 0.084	 0.056	 0.733	 0.103	 0.051	  7.45	 0.54	 3288.1	  166.3	 	      	0	0	 	0	M17	Simbad	298.40176	+45.00576
 8838894	15.997	 1-17	3673	 44	 47	 4.863	 0.035	 0.028	 0.404	 0.029	 0.032	 37.45	 2.81	 1554.6	   43.4	 	      	0	0	 	0	M17	Simbad	298.40543	+45.06214
 8838950	14.363	 1-17	4671	139	153	 4.721	 0.048	 0.028	 0.534	 0.036	 0.022	 25.43	 2.23	  227.8	   10.2	 	      	1	0	1	0	M17	Simbad	298.41931	+45.07144
 8839947	15.067	 1-17	3655	 44	 49	 4.878	 0.038	 0.031	 0.397	 0.029	 0.037	 14.90	 1.01	 1963.7	   73.9	 	      	0	0	 	0	M17	Simbad	298.69223	+45.02502
 8839999	16.630	14-17	3861	121	148	 4.703	 0.083	 0.028	 0.545	 0.056	 0.077	 18.60	 1.50	  971.9	   55.2	 	      	 	 	 	0	M17	Simbad	298.71051	+45.03829
 8840759	15.204	 1-17	3996	 78	 86	 4.719	 0.025	 0.027	 0.565	 0.022	 0.033	 21.36	 1.59	 3028.2	   91.8	 	      	1	0	 	0	M17	Simbad	298.92841	+45.05625
 8841211	15.915	 1-17	4362	117	130	 4.636	 0.056	 0.024	 0.605	 0.066	 0.050	 31.49	 2.50	 1009.8	   34.1	 	      	0	0	 	0	M17	Simbad	299.05515	+45.04280
 8841287	13.911	 1-17	4866	146	146	 4.726	 0.042	 0.021	 0.543	 0.033	 0.019	 16.85	 2.32	   84.1	    6.9	 	      	 	 	 	0	M17	Simbad	299.07492	+45.04486
 8843564	15.844	 2-17	4222	127	127	 4.666	 0.059	 0.027	 0.562	 0.062	 0.045	 30.84	 2.09	 2647.7	   71.6	 	      	0	0	 	0	M17	Simbad	299.72662	+45.00753
 8843818	13.896	 1-17	5041	149	149	 4.486	 0.099	 0.209	 0.799	 0.085	 0.056	 29.18	 2.75	 1274.4	   33.4	 	      	0	0	 	0	M17	Simbad	299.79752	+45.03206
 8843975	14.431	 1-17	3905	 97	107	 4.736	 0.055	 0.044	 0.538	 0.051	 0.062	 15.21	 1.13	 1889.0	   67.9	 	      	0	0	 	0	M17	Simbad	299.84399	+45.07118
 8843982	15.626	 1-17	4214	118	148	 4.729	 0.072	 0.039	 0.503	 0.046	 0.046	 41.55	 7.91	 2247.8	   52.4	 	      	1	0	 	0	M17	Simbad	299.84610	+45.05847
 8844237	15.918	 1-17	4215	126	126	 4.637	 0.052	 0.021	 0.609	 0.061	 0.055	 24.88	 2.08	 1454.9	   49.8	 	      	0	0	 	0	M17	Simbad	299.92181	+45.03574
 8844761	13.395	 0-17	4018	139	153	 4.681	 0.070	 0.030	 0.558	 0.059	 0.065	 20.92	 1.83	  337.3	   12.4	 	      	0	0	 	0	M17	Simbad	300.07843	+45.08707
 8845205	14.708	 1-17	3395	 74	 67	 4.970	 0.072	 0.065	 0.271	 0.072	 0.059	 50.81	 3.65	 3739.7	   70.9	 	      	0	0	0	0	M17	Simbad	300.20609	+45.01814
 8845552	15.534	 1-17	4374	117	143	 4.736	 0.063	 0.032	 0.505	 0.037	 0.037	 14.20	 1.43	 1340.7	   58.0	 	      	 	 	1	0	M17	Simbad	300.30533	+45.09342
 8845574	15.750	 2-17	5075	151	151	 4.598	 0.072	 0.044	 0.649	 0.079	 0.036	  2.08	 0.14	  670.3	   97.7	 	      	0	1	 	0	M17	Simbad	300.31107	+45.02494
 8846163	14.005	 1-17	4172	 83	 83	 4.723	 0.042	 0.021	 0.506	 0.029	 0.021	 52.60	 4.08	 2011.4	   38.0	 	      	 	 	 	0	M17	Simbad	300.46063	+45.01384
 8847476	15.877	 1-17	4443	121	134	 4.608	 0.053	 0.021	 0.655	 0.066	 0.054	 22.88	 3.38	  376.2	   22.7	 	      	0	0	 	0	M17	Simbad	300.81155	+45.04684
 8847759	15.161	 1-17	4005	126	158	 4.654	 0.060	 0.024	 0.606	 0.050	 0.067	  4.71	 0.33	 3660.5	  232.4	 	      	0	0	 	0	M17	Simbad	300.89075	+45.07187
 8847988	12.832	 0-17	4414	118	131	 4.675	 0.063	 0.027	 0.555	 0.053	 0.037	 11.14	 0.91	 2055.6	   81.9	 	      	0	0	 	0	M17	Simbad	300.96320	+45.09274
 8848001	14.474	 1-17	4262	115	127	 4.649	 0.056	 0.024	 0.586	 0.062	 0.051	 12.44	 0.86	 1474.4	   60.2	 	      	0	0	 	0	M17	Simbad	300.96671	+45.04559
 8848196	14.180	 1-17	4184	112	137	 4.681	 0.065	 0.030	 0.545	 0.060	 0.050	 14.80	 1.28	 1263.8	   47.3	 	      	0	0	 	0	M17	Simbad	301.01923	+45.09661
 8865978	15.225	 1-17	4989	149	149	 4.477	 0.105	 0.116	 0.817	 0.062	 0.055	 23.38	 2.73	  290.5	   15.5	 	      	1	0	 	0	M17	Simbad	283.10410	+45.16842
 8866395	15.001	 1-17	4998	164	134	 4.465	 0.104	 0.104	 0.829	 0.058	 0.053	 35.43	 4.32	 1084.6	   28.8	 	      	0	0	 	0	M17	Simbad	283.27625	+45.19322
 8866467	14.767	 1-17	4801	129	129	 4.526	 0.072	 0.096	 0.772	 0.065	 0.053	 19.12	 1.49	 2286.2	   73.3	 	      	1	0	 	0	M17	Simbad	283.31882	+45.19284
 8866490	13.193	 0-17	5199	154	138	 4.494	 0.091	 0.169	 0.763	 0.116	 0.058	 15.42	 1.24	 3375.6	  113.0	 	      	0	0	 	0	M17	Simbad	283.32483	+45.12054
 8867182	14.631	 1-17	5076	167	152	 4.453	 0.105	 0.115	 0.869	 0.055	 0.050	 38.50	 7.28	 1115.6	   27.2	 	      	0	0	 	0	M17	Simbad	283.65643	+45.10842
 8867382	14.836	 1-17	4786	143	143	 4.524	 0.077	 0.039	 0.777	 0.056	 0.051	 10.53	 0.73	 4276.9	  177.6	 	      	0	0	 	0	M17	Simbad	283.76022	+45.19784
 8867486	14.020	 1-17	4955	148	133	 4.517	 0.077	 0.056	 0.766	 0.083	 0.056	 31.92	 1.67	  990.2	   36.3	 	      	0	0	 	0	M17	Simbad	283.81000	+45.11274
 8867609	15.155	 1-17	3989	 89	 99	 4.714	 0.028	 0.035	 0.581	 0.037	 0.046	  6.95	 0.52	 8959.9	  448.3	 	      	0	0	 	0	M17	Simbad	283.86450	+45.15976
 8867869	13.695	 1-17	4186	113	138	 4.670	 0.063	 0.027	 0.559	 0.057	 0.051	 15.64	 1.32	 1347.5	   47.5	 	      	1	0	 	0	M17	Simbad	284.00745	+45.10779
 8867880	13.600	 0-17	4320	151	166	 4.606	 0.052	 0.020	 0.665	 0.057	 0.057	 12.10	 0.82	 2740.5	  105.1	 	      	0	0	 	0	M17	Simbad	284.01547	+45.19529
 8869074	15.741	 1-17	4967	151	136	 4.564	 0.066	 0.044	 0.702	 0.093	 0.050	 28.78	 5.04	  474.8	   21.5	 	      	 	 	 	0	M17	Simbad	284.58624	+45.10821
 8869922	16.053	 6- 9	3100	  0	  0	 5.154	 0.000	 0.000	 0.134	 0.000	 0.000	  0.69	 0.05	 1530.5	  320.3	 	      	0	0	 	2	M17	Simbad	285.02353	+45.11836
 8870750	14.644	 1-17	4919	133	148	 4.491	 0.093	 0.124	 0.807	 0.061	 0.055	 12.27	 0.85	 5457.7	  206.6	 	      	0	0	 	0	M17	Simbad	285.48972	+45.16954
 8870848	15.970	 1-17	4570	137	137	 4.656	 0.024	 0.052	 0.711	 0.056	 0.068	 14.90	 1.13	 2082.2	   85.9	 	      	0	0	 	0	M17	Simbad	285.54132	+45.17197
 8871051	14.929	 1-17	4616	137	137	 4.604	 0.059	 0.027	 0.654	 0.079	 0.049	 22.58	 1.80	 2023.1	   61.0	 	      	 	 	 	0	M17	Simbad	285.62213	+45.13012
 8871919	14.657	 1-17	4302	115	127	 4.647	 0.056	 0.024	 0.589	 0.069	 0.050	 45.16	 4.85	  789.7	   19.0	 	      	0	0	 	0	M17	Simbad	286.01184	+45.19641
 8872281	15.539	 1-17	4589	138	138	 4.653	 0.025	 0.053	 0.718	 0.050	 0.074	 18.34	 1.30	 4176.9	  135.7	 	      	0	0	 	0	M17	Simbad	286.17926	+45.13491
 8872335	15.100	 1-17	4217	115	140	 4.690	 0.065	 0.030	 0.538	 0.056	 0.046	 40.42	 3.59	  991.0	   25.4	 	      	 	 	 	0	M17	Simbad	286.20782	+45.17892
 8872565	13.708	 1-17	3319	118	 49	 5.137	 0.092	 0.138	 0.157	 0.099	 0.033	117.54	     	 1303.4	   18.5	 	      	0	0	 	0	M17	Simbad	286.32248	+45.12089
 8872640	14.388	 1-17	4348	131	131	 4.672	 0.059	 0.027	 0.556	 0.056	 0.038	 28.80	 3.14	  274.4	   10.8	 	      	0	0	 	0	M17	Simbad	286.36206	+45.12787
 8872641	15.939	 1-17	4319	129	129	 4.638	 0.052	 0.024	 0.606	 0.066	 0.050	 36.17	 2.22	  915.2	   30.0	 	      	0	0	 	0	M17	Simbad	286.36273	+45.14346
 8872668	15.270	 1-17	4262	115	127	 4.649	 0.052	 0.024	 0.586	 0.062	 0.050	 40.42	 5.51	  506.2	   16.3	 	      	0	0	 	0	M17	Simbad	286.37665	+45.19051
 8872747	14.832	 1-17	5178	140	155	 4.646	 0.033	 0.077	 0.745	 0.072	 0.072	 27.23	 1.93	  709.6	   23.0	 	      	0	0	 	0	M17	Simbad	286.41245	+45.19181
 8872874	16.355	 4- 4	3688	102	127	 4.789	 0.078	 0.045	 0.479	 0.049	 0.073	 19.79	 1.59	  415.7	   58.3	 	      	0	0	 	0	M17	Simbad	286.47250	+45.10852
 8873448	14.745	 1-17	4063	141	155	 4.650	 0.056	 0.024	 0.602	 0.057	 0.063	  3.38	 0.23	12828.1	  906.8	1	      	 	 	 	0	M17	Simbad	286.74756	+45.15805
 8873450	14.164	 1-17	4450	132	132	 4.583	 0.056	 0.020	 0.698	 0.054	 0.054	  3.36	 0.23	13205.6	  933.3	1	      	 	 	1	0	M17	Simbad	286.74857	+45.15874
 8873498	12.641	 0-17	4213	125	125	 4.659	 0.056	 0.024	 0.579	 0.063	 0.051	 42.72	 5.59	  864.5	   18.3	 	      	0	0	 	0	M17	Simbad	286.76929	+45.15532
 8873517	15.443	 1-17	5133	154	154	 4.576	 0.033	 0.083	 0.858	 0.057	 0.085	 19.25	 1.50	 6973.1	  213.2	 	      	0	0	 	0	M17	Simbad	286.78284	+45.10651
 8873529	15.912	 2-17	4961	149	149	 4.479	 0.096	 0.072	 0.828	 0.053	 0.053	 39.31	 5.47	 1098.7	   32.3	 	      	0	0	 	0	M17	Simbad	286.78729	+45.12299
 8873629	15.259	 1-17	3977	 89	 99	 4.697	 0.042	 0.032	 0.572	 0.048	 0.053	 34.46	 2.82	 2284.8	   56.4	 	      	0	0	 	0	M17	Simbad	286.84116	+45.15617
 8874090	15.931	 1-17	3751	219	219	 4.813	 0.104	 0.085	 0.479	 0.065	 0.121	 33.52	 3.75	  952.5	   32.0	 	      	0	0	0	0	M17	Simbad	287.05453	+45.18037
 8878433	14.456	 1-17	3972	 59	 65	 4.688	 0.028	 0.016	 0.568	 0.026	 0.023	 14.59	 0.95	 2697.2	   96.5	 	      	0	0	 	0	M17	Simbad	289.12350	+45.10609
 8878678	15.616	 1-17	5110	185	154	 4.428	 0.120	 0.165	 0.852	 0.072	 0.059	 25.23	 1.83	 4936.8	  135.6	 	      	0	0	 	0	M17	Simbad	289.23099	+45.13110
 8879082	14.551	 1-17	4955	134	149	 4.517	 0.084	 0.140	 0.766	 0.083	 0.060	 31.27	 2.18	  977.6	   26.8	 	      	0	0	 	0	M17	Simbad	289.39435	+45.12709
 8879335	15.919	 1-17	4859	145	145	 4.607	 0.018	 0.068	 0.864	 0.030	 0.085	 15.53	 1.38	  483.5	   31.6	 	      	0	0	 	0	M17	Simbad	289.49518	+45.18494
 8879475	15.327	 1-17	4291	128	128	 4.619	 0.053	 0.021	 0.637	 0.061	 0.056	 31.49	 2.69	 1997.5	   52.7	 	      	0	0	 	0	M17	Simbad	289.55637	+45.14139
 8880109	16.610	 3-17	4277	149	164	 4.668	 0.065	 0.030	 0.558	 0.061	 0.051	 37.46	 4.87	 1765.3	   69.9	 	      	0	0	 	0	M17	Simbad	289.82004	+45.17370
 8880417	14.612	 1-17	4544	121	135	 4.668	 0.052	 0.032	 0.578	 0.058	 0.034	 29.18	 3.61	  897.2	   26.0	 	      	0	0	 	0	M17	Simbad	289.96136	+45.15734
 8881126	15.763	 1-17	3770	 83	 83	 4.747	 0.052	 0.032	 0.508	 0.043	 0.048	 36.43	 3.40	 1309.8	   37.0	 	      	0	0	 	0	M17	Simbad	290.20126	+45.13269
 8881146	15.917	 4-17	4764	170	170	 4.615	 0.059	 0.032	 0.633	 0.081	 0.040	  4.25	 0.29	 1837.5	  144.3	 	      	0	0	 	0	M17	Simbad	290.20673	+45.13173
 8881243	15.550	 1-17	3688	 66	 81	 4.841	 0.049	 0.040	 0.438	 0.031	 0.048	 31.49	 2.16	 2108.2	   56.5	 	      	 	 	 	0	M17	Simbad	290.23813	+45.19432
 8881282	13.966	 1-17	4920	148	133	 4.538	 0.077	 0.561	 0.740	 0.092	 0.054	 29.79	 1.15	  407.6	   18.2	 	      	1	0	 	0	M17	Simbad	290.25400	+45.11746
 8881388	17.174	 6- 9	3089	  0	  0	 5.158	 0.000	 0.000	 0.132	 0.000	 0.000	 50.81	 3.57	10831.5	  318.5	 	      	0	0	 	0	M17	Simbad	290.29193	+45.17218
 8881976	14.512	 1-17	4939	148	133	 4.506	 0.082	 0.060	 0.785	 0.073	 0.055	 49.41	 5.94	  428.4	   11.3	 	      	1	0	 	0	M17	Simbad	290.49478	+45.10853
 8882315	14.901	 1-17	3900	135	148	 4.727	 0.072	 0.048	 0.555	 0.056	 0.084	 18.99	 1.61	 1219.2	   42.8	 	      	0	0	 	0	M17	Simbad	290.60342	+45.18592
 8883075	15.534	 1-17	4461	134	134	 4.693	 0.032	 0.052	 0.617	 0.060	 0.055	 31.06	 2.77	 2558.7	   67.1	 	      	0	0	 	0	M17	Simbad	290.88913	+45.15876
 8883172	14.981	 1-17	4381	118	131	 4.655	 0.052	 0.028	 0.586	 0.063	 0.048	 36.68	 3.67	 1056.2	   27.6	 	      	0	0	 	0	M17	Simbad	290.93582	+45.14563
 8883308	15.549	 1-17	4729	142	127	 4.555	 0.059	 0.027	 0.750	 0.058	 0.058	 17.59	 1.21	 1843.5	   67.5	 	      	0	0	 	0	M17	Simbad	290.98926	+45.13105
 8884366	15.905	 1-17	4893	147	132	 4.623	 0.060	 0.035	 0.625	 0.073	 0.031	 30.63	 1.96	 1798.1	   52.7	 	      	0	0	 	0	M17	Simbad	291.38260	+45.10000
 8885433	15.796	 4-17	4255	149	164	 4.662	 0.063	 0.027	 0.568	 0.062	 0.051	 36.94	 3.52	  715.2	   24.4	 	      	0	0	 	0	M17	Simbad	291.75696	+45.17700
 8885518	15.831	 4-17	4993	176	176	 4.584	 0.040	 0.060	 0.776	 0.079	 0.071	 16.30	 1.32	 1347.5	   57.2	 	      	0	0	 	0	M17	Simbad	291.79196	+45.14138
 8885582	14.546	 1-17	5141	153	138	 4.595	 0.039	 0.072	 0.777	 0.082	 0.073	 29.59	 5.09	  769.1	   22.6	 	      	0	0	 	0	M17	Simbad	291.81448	+45.19763
 8885673	15.760	 1-17	4897	148	133	 4.542	 0.072	 0.039	 0.742	 0.083	 0.055	 20.07	 1.71	 2765.9	   91.3	 	      	1	0	 	0	M17	Simbad	291.85318	+45.11092
 8886183	15.208	 2-16	4375	154	154	 4.596	 0.056	 0.021	 0.675	 0.055	 0.055	 29.18	 3.98	  970.9	   44.5	 	      	0	0	 	0	M17	Simbad	292.03772	+45.11111
 8888573	14.175	 2-15	3683	117	147	 4.688	 0.075	 0.020	 0.564	 0.036	 0.067	 58.36	 5.47	 2401.2	   58.4	 	      	0	0	 	0	M17	Simbad	292.94586	+45.10412
 8888592	15.923	 2-17	5129	154	154	 4.480	 0.095	 0.085	 0.801	 0.088	 0.064	 32.15	 5.66	 1072.9	   35.3	 	      	0	0	 	0	M17	Simbad	292.95352	+45.16231
