kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
10426656,K01161.02,Kepler-272 d,CONFIRMED,5512,123,2020AJ....159..280B,nan,nan,,-2,11,,,,,,,2.92,2020AJ....160..108B,10.94,512,4,1,--,$> 785$,--
10874614,K00017.01,Kepler-6 b,CONFIRMED,5741,110,2020AJ....159..280B,nan,nan,,7,6,,,,,,,12.73,2022AJ....163..179P,3.23,512,0,1,--,$> 785$,--
12154526,K02004.01,Kepler-1047 b,CONFIRMED,5783,129,2020AJ....159..280B,nan,nan,,2,7,,,,,,,3.01,2022AJ....163..179P,56.19,646,4,1,--,$> 794$,--
12154526,K02004.02,Kepler-1047 c,CONFIRMED,5783,129,2020AJ....159..280B,nan,nan,,2,7,,,,,,,1.32,2022AJ....163..179P,3.19,646,0,1,--,$> 794$,--
11359879,K00128.01,Kepler-15 b,CONFIRMED,5735,107,2020AJ....159..280B,nan,nan,,6,6,,,,,,,13.17,2022AJ....163..179P,4.94,512,0,1,--,$> 794$,--
3545135,K02755.01,Kepler-1689 b,CONFIRMED,5776,103,2020AJ....159..280B,nan,nan,,6,4,,,,,,,0.81,2022AJ....163..179P,8.48,0,0,1,--,$> 794$,--
5438757,K01601.01,Kepler-903 b,CONFIRMED,5605,118,2020AJ....159..280B,nan,nan,,2,10,,,,,,,2.93,2020AJ....160..108B,10.35,514,0,1,--,$> 794$,--
5438757,K01601.02,Kepler-903 c,CONFIRMED,5605,118,2020AJ....159..280B,nan,nan,,2,10,,,,,,,4.09,2020AJ....160..108B,62.92,514,4,1,--,$> 794$,--
10908248,K03146.01,Kepler-1440 b,CONFIRMED,5742,98,2020AJ....159..280B,nan,nan,,6,5,,,,,,,1.92,2022AJ....163..179P,39.86,518,0,1,--,$> 803$,--
10404582,K02147.01,Kepler-362 c,CONFIRMED,5647,115,2020AJ....159..280B,nan,nan,,-13,16,,,,,,,2.01,10.26133/NEA4,37.87,642,0,1,--,$> 803$,--
5706595,K02183.02,Kepler-370 b,CONFIRMED,5753,103,2020AJ....159..280B,nan,nan,,1,8,,,,,,,1.48,2020AJ....160..108B,4.58,0,0,1,--,$> 803$,--
5706595,K02183.01,Kepler-370 c,CONFIRMED,5753,103,2020AJ....159..280B,nan,nan,,1,8,,,,,,,2.22,2020AJ....160..108B,19.02,0,0,1,--,$> 803$,--
8753657,K00321.01,Kepler-406 b,CONFIRMED,5472,99,2020AJ....159..280B,nan,nan,,4,4,,,,,,,1.45,2022AJ....163..179P,2.43,512,0,1,--,$> 803$,--
8753657,K00321.02,Kepler-406 c,CONFIRMED,5472,99,2020AJ....159..280B,nan,nan,,4,4,,,,,,,0.84,2022AJ....163..179P,4.62,512,0,1,--,$> 803$,--
11015323,K00479.01,Kepler-569 b,CONFIRMED,5619,99,2020AJ....159..280B,nan,nan,,-8,14,,,,,,,3.02,2022AJ....163..179P,34.19,0,0,1,--,$> 803$,--
11153121,K01647.01,Kepler-313 b,CONFIRMED,5623,107,2020AJ....159..280B,nan,nan,,2,9,,,,,,,2.53,10.26133/NEA4,14.97,646,0,1,--,$> 812$,--
11153121,K01647.02,Kepler-313 c,CONFIRMED,5623,107,2020AJ....159..280B,nan,nan,,2,9,,,,,,,2.31,10.26133/NEA4,32.28,646,0,1,--,$> 812$,--
3102384,K00273.01,Kepler-454 b,CONFIRMED,5669,93,2020AJ....159..280B,nan,nan,,8,4,,,,,,,1.84,2022AJ....163..179P,10.57,0,0,1,--,$> 812$,--
11402995,K00173.01,Kepler-481 b,CONFIRMED,5821,111,2020AJ....159..280B,nan,nan,,-3,7,,,,,,,2.69,2022AJ....163..179P,10.06,512,0,1,--,$> 812$,--
10586208,K01308.01,Kepler-811 b,CONFIRMED,5667,107,2020AJ....159..280B,nan,nan,,1,9,,,,,,,2.98,2022AJ....163..179P,23.58,514,0,1,--,$> 812$,--
6851425,K00163.01,Kepler-477 b,CONFIRMED,5354,75,2020AJ....159..280B,nan,nan,,-11,9,,,,,,,2.08,10.26133/NEA4,11.12,930,0,1,--,$> 831$,--
7269974,K00456.02,Kepler-160 b,CONFIRMED,5651,103,2020AJ....159..280B,nan,nan,,-3,10,,,,,,,1.84,2020AJ....160..108B,4.31,0,0,1,--,$> 839$,--
7269974,K00456.01,Kepler-160 c,CONFIRMED,5651,103,2020AJ....159..280B,nan,nan,,-3,10,,,,,,,3.74,2020AJ....160..108B,13.7,0,0,1,--,$> 839$,--
11498128,K02296.01,Kepler-1177 b,CONFIRMED,5725,141,2020AJ....159..280B,nan,nan,,-1,7,,,,,,,3.14,2020AJ....160..108B,106.25,518,0,1,--,$> 849$,--
10480915,K02040.01,Kepler-1785 b,CONFIRMED,5713,101,2020AJ....159..280B,nan,nan,,-4,9,,,,,,,2.29,2022AJ....163..179P,19.59,0,4,1,--,$> 849$,--
8280511,K01151.01,Kepler-271 b,CONFIRMED,5532,98,2020AJ....159..280B,nan,nan,,-3,9,,,,,,,1.22,10.26133/NEA4,10.44,128,0,1,--,$> 849$,--
8280511,K01151.02,Kepler-271 c,CONFIRMED,5532,98,2020AJ....159..280B,nan,nan,,-3,9,,,,,,,0.94,10.26133/NEA4,7.41,128,0,1,--,$> 849$,--
8280511,K01151.03,Kepler-271 d,CONFIRMED,5532,98,2020AJ....159..280B,nan,nan,,-3,9,,,,,,,0.67,10.26133/NEA4,5.25,128,0,1,--,$> 849$,--
8344004,K00573.02,Kepler-188 b,CONFIRMED,5842,97,2020AJ....159..280B,nan,nan,,-8,0,,,,,,,1.55,2020AJ....160..108B,2.06,0,0,1,--,$> 859$,--
8344004,K00573.01,Kepler-188 c,CONFIRMED,5842,97,2020AJ....159..280B,nan,nan,,-8,0,,,,,,,2.82,2020AJ....160..108B,6.0,0,0,1,--,$> 859$,--
9578686,K00709.01,Kepler-651 b,CONFIRMED,5508,98,2020AJ....159..280B,nan,nan,,-6,9,,,,,,,2.18,2022AJ....163..179P,21.39,0,0,1,--,$> 859$,--
9873254,K00717.01,Kepler-653 b,CONFIRMED,5685,104,2020AJ....159..280B,nan,nan,,4,3,,,,,,,1.94,2022AJ....163..179P,14.71,512,0,1,--,$> 859$,--
9873254,K00717.02,Kepler-653 c,CONFIRMED,5685,104,2020AJ....159..280B,nan,nan,,4,3,,,,,,,0.76,2022AJ....163..179P,0.9,512,0,1,--,$> 859$,--
7211221,K01379.01,Kepler-831 b,CONFIRMED,5772,105,2020AJ....159..280B,nan,nan,,-8,9,,,,,,,1.32,2022AJ....163..179P,5.62,0,0,1,--,$> 859$,--
2990873,K02335.01,Kepler-1194 b,CONFIRMED,5639,115,2020AJ....159..280B,nan,nan,,-8,10,,,,,,,1.51,10.26133/NEA4,16.22,642,0,1,--,$> 879$,--
11709124,K00435.03,Kepler-154 b,CONFIRMED,5746,107,2020AJ....159..280B,nan,nan,,-20,13,,,,,,,2.57,2020AJ....160..108B,33.04,0,0,1,--,$> 879$,--
11709124,K00435.05,Kepler-154 c,CONFIRMED,5746,107,2020AJ....159..280B,nan,nan,,-20,13,,,,,,,3.32,2020AJ....160..108B,62.3,0,0,1,--,$> 879$,--
11709124,K00435.01,Kepler-154 d,CONFIRMED,5746,107,2020AJ....159..280B,nan,nan,,-20,13,,,,,,,4.4,2020AJ....160..108B,20.55,0,0,1,--,$> 879$,--
11709124,K00435.04,Kepler-154 e,CONFIRMED,5746,107,2020AJ....159..280B,nan,nan,,-20,13,,,,,,,1.63,2020AJ....160..108B,3.93,0,0,1,--,$> 879$,--
11709124,K00435.06,Kepler-154 f,CONFIRMED,5746,107,2020AJ....159..280B,nan,nan,,-20,13,,,,,,,1.44,2020AJ....160..108B,9.92,0,0,1,--,$> 879$,--
11547505,K01655.01,Kepler-922 b,CONFIRMED,5625,97,2020AJ....159..280B,nan,nan,,-4,8,,,,,,,1.35,2022AJ....163..179P,0.94,0,0,1,--,$> 879$,--
7445445,K00567.01,Kepler-184 b,CONFIRMED,5696,103,2020AJ....159..280B,nan,nan,,-15,12,,,,,,,2.57,2020AJ....160..108B,10.69,0,4,1,--,$> 889$,--
7445445,K00567.02,Kepler-184 c,CONFIRMED,5696,103,2020AJ....159..280B,nan,nan,,-15,12,,,,,,,2.1,2020AJ....160..108B,20.3,0,0,1,--,$> 889$,--
7445445,K00567.03,Kepler-184 d,CONFIRMED,5696,103,2020AJ....159..280B,nan,nan,,-15,12,,,,,,,2.47,2020AJ....160..108B,29.02,0,4,1,--,$> 889$,--
8700771,K01283.01,Kepler-806 b,CONFIRMED,5408,114,2020AJ....159..280B,nan,nan,,-38,12,,,,,,,1.28,2022AJ....163..179P,8.09,518,4,1,--,$> 889$,--
7100673,K04032.01,Kepler-1542 b,CONFIRMED,5613,105,2020AJ....159..280B,nan,nan,,-8,9,,,,,,,0.92,2022AJ....163..179P,3.95,640,0,1,--,$> 899$,--
7100673,K04032.02,Kepler-1542 c,CONFIRMED,5613,105,2020AJ....159..280B,nan,nan,,-8,9,,,,,,,0.78,2022AJ....163..179P,2.89,640,0,1,--,$> 899$,--
7100673,K04032.03,Kepler-1542 d,CONFIRMED,5613,105,2020AJ....159..280B,nan,nan,,-8,9,,,,,,,0.99,2022AJ....163..179P,5.99,640,0,1,--,$> 899$,--
7100673,K04032.04,Kepler-1542 e,CONFIRMED,5613,105,2020AJ....159..280B,nan,nan,,-8,9,,,,,,,0.95,2022AJ....163..179P,5.1,640,0,1,--,$> 899$,--
7762723,K02663.01,Kepler-1867 b,CONFIRMED,5647,107,2020AJ....159..280B,nan,nan,,-8,8,,,,,,,1.07,2022AJ....163..179P,9.89,514,0,1,--,$> 909$,--
10063208,K04292.01,Kepler-1583 b,CONFIRMED,5659,106,2020AJ....159..280B,nan,nan,,-8,7,,,,,,,0.7,2022AJ....163..179P,9.33,0,0,1,--,$> 918$,--
10386922,K00289.02,Kepler-511 b,CONFIRMED,5617,110,2020AJ....159..280B,nan,nan,,-8,7,,,,,,,9.0,2022AJ....163..179P,296.64,518,0,1,--,$> 918$,--
10386922,K00289.01,Kepler-511 c,CONFIRMED,5617,110,2020AJ....159..280B,nan,nan,,-8,7,,,,,,,3.81,2022AJ....163..179P,26.63,518,0,1,--,$> 918$,--
6429812,K02408.01,Kepler-1227 b,CONFIRMED,5671,100,2020AJ....159..280B,nan,nan,,-9,7,,,,,,,2.09,2022AJ....163..179P,94.29,0,0,1,--,$> 928$,--
6528464,K00270.01,Kepler-449 b,CONFIRMED,5587,,2017ApJS..229...30M,nan,nan,,-13,8,,,,,,,1.53,10.26133/NEA4,12.58,514,0,1,--,$> 950$,--
6528464,K00270.02,Kepler-449 c,CONFIRMED,5587,,2017ApJS..229...30M,nan,nan,,-13,8,,,,,,,1.86,10.26133/NEA4,33.67,514,0,1,--,$> 950$,--
7755636,K01921.01,Kepler-1015 b,CONFIRMED,6795,234,2020AJ....159..280B,3.090,0.031,2021ApJS..255...17S,,,,,,,,,2.86,2022AJ....163..179P,16.0,5,0,1,--,--,--
5631630,K02010.01,Kepler-1051 b,CONFIRMED,6782,139,2020AJ....159..280B,7.12,0.07,2018MNRAS.474.2094A,,,,,,,,,2.68,2022AJ....163..179P,25.96,2053,0,1,--,--,--
10617017,K02149.01,Kepler-1121 b,CONFIRMED,6561,126,2020AJ....159..280B,7.39,0.07,2021ApJS..255...17S,,,,,,,,,1.47,2022AJ....163..179P,13.15,5,4,1,--,--,--
9753154,K02457.01,Kepler-1244 b,CONFIRMED,6685,136,2020AJ....159..280B,3.200,0.032,SantosPrivComm,,,,,,,,,1.9,2020AJ....160..108B,3.7,7,0,1,--,--,--
11337566,K02632.01,Kepler-1298 b,CONFIRMED,6520,130,2020AJ....159..280B,11.13,0.11,2018MNRAS.474.2094A,,,,,,,,,1.53,2022AJ....163..179P,7.13,2055,0,1,--,--,--
8751796,K03125.01,Kepler-1435 b,CONFIRMED,6640,138,2020AJ....159..280B,6.49,0.06,2018MNRAS.474.2094A,,,,,,,,,0.95,2022AJ....163..179P,4.45,2053,0,1,--,--,--
5688790,K03144.01,Kepler-1439 b,CONFIRMED,3777,66,2020AJ....159..280B,33.52,1.08,2019ApJS..244...21S,,,,,,,,,1.76,2020AJ....160..108B,8.07,5,4,0,--,--,--
3561464,K03398.01,Kepler-1487 b,CONFIRMED,6674,134,2020AJ....159..280B,2.750,0.028,2021ApJS..255...17S,,,,,,,,,1.91,2020AJ....160..108B,7.32,5,0,1,--,--,--
3561464,K03398.02,Kepler-1487 c,CONFIRMED,6674,134,2020AJ....159..280B,2.750,0.028,2021ApJS..255...17S,,,,,,,,,3.09,2022AJ....163..179P,35.8,5,0,1,--,--,--
7517261,K03496.01,Kepler-1511 b,CONFIRMED,6723,142,2020AJ....159..280B,2.040,0.020,2021ApJS..255...17S,,,,,,,,,2.57,2020AJ....160..108B,23.24,1031,0,1,--,--,--
4242692,K03928.01,Kepler-1531 b,CONFIRMED,6520,121,2017ApJS..229...30M,20.81,0.44,2018MNRAS.474.2094A,,,,,,,,,1.45,10.26133/NEA4,1.14,2307,0,1,--,--,--
8636434,K03946.01,Kepler-1533 b,CONFIRMED,6620,141,2020AJ....159..280B,10.06,0.10,2018MNRAS.474.2094A,,,,,,,,,4.24,2022AJ....163..179P,308.54,2055,0,1,--,--,--
9605514,K00945.01,Kepler-1666 b,CONFIRMED,6348,214,2020AJ....159..280B,5.48,0.05,2021ApJS..255...17S,,,,,,,,,2.58,2020AJ....160..108B,25.85,1,0,0,--,--,--
9605514,K00945.02,Kepler-1666 c,CONFIRMED,6348,214,2020AJ....159..280B,5.48,0.05,2021ApJS..255...17S,,,,,,,,,2.9,2020AJ....160..108B,40.72,1,0,0,--,--,--
11566064,K00353.02,Kepler-1717 b,CONFIRMED,6747,147,2020AJ....159..280B,3.940,0.039,2021ApJS..255...17S,,,,,,,,,2.86,10.26133/NEA4,30.65,133,0,1,--,--,--
4061149,K01201.01,Kepler-1741 b,CONFIRMED,3683,88,2019ApJS..244...21S,28.98,0.85,2019ApJS..244...21S,,,,,,,,,1.01,10.26133/NEA4,2.76,5,0,0,--,--,--
5716932,K02358.01,Kepler-1830 b,CONFIRMED,6701,135,2020AJ....159..280B,5.91,0.06,2021ApJS..255...17S,,,,,,,,,3.32,2022AJ....163..179P,56.49,5,0,1,--,--,--
9117416,K03425.01,Kepler-1921 b,CONFIRMED,6557,231,2020AJ....159..280B,15.86,0.19,2018MNRAS.474.2094A,,,,,,,,,2.33,2022AJ....163..179P,20.03,2567,0,1,--,--,--
9117416,K03425.02,Kepler-1921 c,CONFIRMED,6557,231,2020AJ....159..280B,15.86,0.19,2018MNRAS.474.2094A,,,,,,,,,1.47,2022AJ....163..179P,3.16,2567,0,1,--,--,--
7679812,K03943.01,Kepler-1931 b,CONFIRMED,6604,140,2020AJ....159..280B,9.03,0.09,2021ApJS..255...17S,,,,,,,,,2.5,2022AJ....163..179P,38.58,5,0,1,--,--,--
6677841,K01236.02,Kepler-279 b,CONFIRMED,6574,144,2020AJ....159..280B,3.240,0.032,2021ApJS..255...17S,,,,,,,,,3.14,2020AJ....160..108B,12.31,5,4,1,--,--,--
6677841,K01236.01,Kepler-279 c,CONFIRMED,6574,144,2020AJ....159..280B,3.240,0.032,2021ApJS..255...17S,,,,,,,,,4.49,2020AJ....160..108B,35.74,5,4,1,--,--,--
6677841,K01236.03,Kepler-279 d,CONFIRMED,6574,144,2020AJ....159..280B,3.240,0.032,2021ApJS..255...17S,,,,,,,,,4.18,2020AJ....160..108B,54.42,5,4,1,--,--,--
5384079,K02011.01,Kepler-348 b,CONFIRMED,6744,138,2020AJ....159..280B,3.910,0.039,2021ApJS..255...17S,,,,,,,,,1.52,2022AJ....163..179P,7.06,5,0,1,--,--,--
5384079,K02011.02,Kepler-348 c,CONFIRMED,6744,138,2020AJ....159..280B,3.910,0.039,2021ApJS..255...17S,,,,,,,,,1.1,2022AJ....163..179P,17.27,5,0,1,--,--,--
10670119,K02179.02,Kepler-369 b,CONFIRMED,3755,95,2020AJ....159..280B,19.25,0.36,2019ApJS..244...21S,,,,,,,,,1.42,10.26133/NEA4,2.73,133,0,0,--,--,--
10670119,K02179.01,Kepler-369 c,CONFIRMED,3755,95,2020AJ....159..280B,19.25,0.36,2019ApJS..244...21S,,,,,,,,,1.59,10.26133/NEA4,14.87,133,0,0,--,--,--
9478990,K00423.01,Kepler-39 b,CONFIRMED,6383,132,2020AJ....159..280B,4.400,0.044,2021ApJS..255...17S,,,,,,,,,11.44,2020AJ....160..108B,21.09,1,0,0,--,--,--
6442377,K00176.01,Kepler-483 b,CONFIRMED,6566,145,2020AJ....159..280B,5.83,0.06,2018MNRAS.474.2094A,,,,,,,,,2.84,2022AJ....163..179P,30.23,2053,0,1,--,--,--
3762468,K00208.01,Kepler-493 b,CONFIRMED,6426,130,2020AJ....159..280B,3.020,0.030,SantosPrivComm,,,,,,,,,12.63,2020AJ....160..108B,3.0,1,0,0,--,--,--
8156120,K00318.01,Kepler-522 b,CONFIRMED,6550,131,2020AJ....159..280B,4.910,0.049,2021ApJS..255...17S,,,,,,,,,7.21,2022AJ....163..179P,38.58,7,4,1,--,--,--
7124613,K00673.01,Kepler-642 b,CONFIRMED,6623,122,2020AJ....159..280B,4.730,0.047,SantosPrivComm,,,,,,,,,2.2,2020AJ....160..108B,4.42,5,0,1,--,--,--
3114811,K01117.01,Kepler-774 b,CONFIRMED,6675,135,2020AJ....159..280B,9.80,0.10,SantosPrivComm,,,,,,,,,2.3,2022AJ....163..179P,11.09,7,0,1,--,--,--
8394721,K00152.03,Kepler-79 b,CONFIRMED,6525,122,2020AJ....159..280B,4.710,0.047,2018MNRAS.474.2094A,,,,,,,,,3.4,2022AJ....163..179P,13.48,2053,0,1,--,--,--
8394721,K00152.02,Kepler-79 c,CONFIRMED,6525,122,2020AJ....159..280B,4.710,0.047,2018MNRAS.474.2094A,,,,,,,,,3.63,2022AJ....163..179P,27.4,2053,0,1,--,--,--
8394721,K00152.01,Kepler-79 d,CONFIRMED,6525,122,2020AJ....159..280B,4.710,0.047,2018MNRAS.474.2094A,,,,,,,,,7.1,2022AJ....163..179P,52.09,2053,0,1,--,--,--
8394721,K00152.04,Kepler-79 e,CONFIRMED,6525,122,2020AJ....159..280B,4.710,0.047,2018MNRAS.474.2094A,,,,,,,,,2.91,2022AJ....163..179P,81.06,2053,0,1,--,--,--
11336883,K01445.01,Kepler-853 b,CONFIRMED,6601,129,2020AJ....159..280B,5.48,0.05,2018MNRAS.474.2094A,,,,,,,,,1.55,2022AJ....163..179P,7.17,2053,0,1,--,--,--
6462863,K00094.04,Kepler-89 b,CONFIRMED,6837,140,2020AJ....159..280B,21.86,0.49,2018MNRAS.474.2094A,,,,,,,,,1.63,2022AJ....163..179P,3.74,2053,0,1,--,--,--
6462863,K00094.02,Kepler-89 c,CONFIRMED,6837,140,2020AJ....159..280B,21.86,0.49,2018MNRAS.474.2094A,,,,,,,,,3.92,2022AJ....163..179P,10.42,2053,0,1,--,--,--
6462863,K00094.01,Kepler-89 d,CONFIRMED,6837,140,2020AJ....159..280B,21.86,0.49,2018MNRAS.474.2094A,,,,,,,,,10.44,2022AJ....163..179P,22.34,2053,0,1,--,--,--
6462863,K00094.03,Kepler-89 e,CONFIRMED,6837,140,2020AJ....159..280B,21.86,0.49,2018MNRAS.474.2094A,,,,,,,,,6.21,2022AJ....163..179P,54.32,2053,0,1,--,--,--
9277896,K01632.01,Kepler-915 b,CONFIRMED,6714,136,2020AJ....159..280B,10.05,0.10,2018MNRAS.474.2094A,,,,,,,,,1.56,2022AJ....163..179P,4.59,2053,4,1,--,--,--
9549648,K01886.01,Kepler-999 b,CONFIRMED,6730,139,2020AJ....159..280B,7.61,0.08,2021ApJS..255...17S,,,,,,,,,2.2,2022AJ....163..179P,5.99,5,4,1,--,--,--
10812541,K07375.01,,CANDIDATE,4212,57,2020AJ....159..280B,3.880,0.039,2019ApJS..244...21S,117,9,104,235,72,70,37,21,1.73,2022AJ....163..179P,4.85,1600,0,1,$104^{+235}_{-72}$,$70^{+37}_{-21}$,Yes
10352333,K03991.01,,CANDIDATE,5226,93,2020AJ....159..280B,5.22,0.05,2021ApJS..255...17S,98,3,71,91,48,354,253,145,1.37,10.26133/NEA4,1.57,1152,0,1,$71^{+91}_{-48}$,$354^{+253}_{-145}$,Maybe
5475431,K01546.01,,CANDIDATE,5639,90,2020AJ....159..280B,0.900,0.009,2021ApJS..255...17S,33,24,75,134,51,,,,11.92,10.26133/NEA4,0.92,1152,0,1,$75^{+134}_{-51}$,$> 316$,Maybe
8158429,K05482.01,,CANDIDATE,5519,115,2020AJ....159..280B,0.810,0.008,2021ApJS..255...17S,,,77,144,53,,,,2.96,10.26133/NEA4,31.71,1666,4,0,$77^{+144}_{-53}$,--,--
7051180,K00064.01,,CANDIDATE,5306,359,2020AJ....159..280B,2.230,0.022,2018MNRAS.474.2094A,3,4,81,129,55,,,,10.49,2020AJ....160..108B,1.95,2566,4,1,$81^{+129}_{-55}$,$> 567$,No
8822421,K06188.01,,CANDIDATE,5209,98,2020AJ....159..280B,1.620,0.016,2021ApJS..255...17S,6,11,84,171,58,,,,2.75,2020AJ....160..108B,1.65,1024,0,1,$84^{+171}_{-58}$,$> 554$,Maybe
5196864,K02695.01,,CANDIDATE,5174,154,2019ApJS..244...21S,2.880,0.029,2019ApJS..244...21S,,,86,176,59,,,,20.23,10.26133/NEA4,2.5,640,4,0,$86^{+176}_{-59}$,--,--
11495989,K07449.01,,CANDIDATE,4928,82,2020AJ....159..280B,1.310,0.013,2019ApJS..244...21S,,,92,194,63,,,,20.43,2020AJ....160..108B,1.32,1024,4,0,$92^{+194}_{-63}$,--,--
5428657,K06130.01,,CANDIDATE,4560,91,2020AJ....159..280B,3.020,0.030,2019ApJS..244...21S,-1,25,94,217,65,,,,1.45,2020AJ....160..108B,1.54,1952,0,1,$94^{+217}_{-65}$,$> 186$,Yes
9153823,K06195.01,,CANDIDATE,4677,80,2020AJ....159..280B,1.420,0.014,2019ApJS..244...21S,-8,30,94,210,65,,,,2.28,2020AJ....160..108B,1.44,1024,0,1,$94^{+210}_{-65}$,$> 208$,Yes
4947556,K03936.01,,CANDIDATE,4906,89,2020AJ....159..280B,7.10,0.07,2019ApJS..244...21S,170,4,174,106,65,115,55,49,2.69,2020AJ....160..108B,141.61,0,0,1,$174^{+106}_{-65}$,$115^{+55}_{-49}$,Yes
10140122,K04545.01,,CANDIDATE,4822,100,2020AJ....159..280B,7.20,0.07,2019ApJS..244...21S,,,158,109,56,,,,0.85,10.26133/NEA4,0.85,512,0,0,$158^{+109}_{-56}$,--,--
11856178,K06246.01,,CANDIDATE,5988,100,2020AJ....159..280B,3.570,0.036,2021ApJS..255...17S,104,6,225,113,102,358,455,223,1.63,2022AJ....163..179P,9.13,1024,0,1,$225^{+113}_{-102}$,$358^{+455}_{-223}$,Yes
5443837,K00554.01,,CANDIDATE,5902,109,2020AJ....159..280B,4.190,0.042,2021ApJS..255...17S,,,254,104,96,,,,14.2,2020AJ....160..108B,3.66,1542,4,0,$254^{+104}_{-96}$,--,--
8326342,K02680.01,,CANDIDATE,5748,117,2020AJ....159..280B,4.850,0.048,2021ApJS..255...17S,8,15,254,91,95,,,,32.13,2020AJ....160..108B,14.41,0,4,1,$254^{+91}_{-95}$,$> 613$,No
6507433,K03815.01,,CANDIDATE,5866,106,2020AJ....159..280B,4.580,0.046,2021ApJS..255...17S,,,281,96,95,,,,7.22,2020AJ....160..108B,4.74,1024,4,0,$281^{+96}_{-95}$,--,--
5856571,K01839.02,,CANDIDATE,5447,89,2020AJ....159..280B,6.22,0.06,2021ApJS..255...17S,105,6,306,95,115,366,290,164,4.93,10.26133/NEA4,80.41,128,4,1,$306^{+95}_{-115}$,$366^{+290}_{-164}$,Yes
7009548,K05341.01,,CANDIDATE,6406,105,2020AJ....159..280B,3.090,0.031,2021ApJS..255...17S,91,7,,,,358,694,261,1.88,2022AJ....163..179P,15.19,1025,0,1,--,$358^{+694}_{-261}$,--
8905246,K03473.01,,CANDIDATE,5099,184,2020AJ....159..280B,7.71,0.08,2021ApJS..255...17S,83,4,359,138,148,438,393,194,1.96,2022AJ....163..179P,27.64,64,0,1,$359^{+138}_{-148}$,$438^{+393}_{-194}$,Yes
7031517,K00871.01,,CANDIDATE,5901,119,2020AJ....159..280B,5.05,0.05,2021ApJS..255...17S,-16,14,371,159,106,,,,40.48,2020AJ....160..108B,12.94,514,4,1,$371^{+159}_{-106}$,$> 701$,Maybe
8261920,K02174.01,,CANDIDATE,4245,85,2019ApJS..244...21S,11.45,0.11,2019ApJS..244...21S,,,378,198,109,,,,2.44,10.26133/NEA4,6.69,884,4,0,$378^{+198}_{-109}$,--,--
7772914,K03339.01,,CANDIDATE,5712,170,2021ApJS..255...17S,5.97,0.06,2021ApJS..255...17S,,,390,114,121,,,,2.55,10.26133/NEA4,23.13,256,4,0,$390^{+114}_{-121}$,--,--
4844470,K03469.01,,CANDIDATE,5568,114,2020AJ....159..280B,6.53,0.07,2021ApJS..255...17S,94,6,408,72,102,513,482,251,2.87,2022AJ....163..179P,60.53,642,0,1,$408^{+72}_{-102}$,$513^{+482}_{-251}$,Yes
7380537,K00883.01,,CANDIDATE,4942,102,2020AJ....159..280B,8.92,0.09,2019ApJS..244...21S,70,22,463,132,131,,,,13.95,2022AJ....163..179P,2.69,0,0,1,$463^{+132}_{-131}$,$> 85$,Yes
10811496,K00753.01,,CANDIDATE,5640,112,2020AJ....159..280B,6.81,0.07,2021ApJS..255...17S,,,468,66,72,,,,20.74,2020AJ....160..108B,19.9,512,4,0,$468^{+66}_{-72}$,--,--
3248501,K02052.01,,CANDIDATE,6175,115,2020AJ....159..280B,4.130,0.041,2021ApJS..255...17S,,,478,268,156,,,,4.23,2020AJ....160..108B,4.22,0,4,0,$478^{+268}_{-156}$,--,--
4147444,K03880.01,,CANDIDATE,6172,111,2020AJ....159..280B,4.160,0.042,2021ApJS..255...17S,12,5,489,274,158,,,,1.04,2020AJ....160..108B,1.8,0,0,1,$489^{+274}_{-158}$,$> 331$,Yes
11125797,K03371.01,,CANDIDATE,5330,85,2020AJ....159..280B,7.70,0.08,2021ApJS..255...17S,52,3,491,76,91,1630,2285,904,1.32,10.26133/NEA4,58.13,640,0,1,$491^{+76}_{-91}$,$1630^{+2285}_{-904}$,Maybe
4164922,K03864.02,,CANDIDATE,4866,79,2020AJ....159..280B,9.49,0.09,2019ApJS..244...21S,2,8,518,151,123,,,,0.89,2022AJ....163..179P,18.26,0,0,1,$518^{+151}_{-123}$,$> 358$,Yes
11391755,K02639.01,,CANDIDATE,5839,115,2020AJ....159..280B,nan,nan,,91,4,,,,573,630,324,3.5,2020AJ....160..108B,25.11,526,0,1,--,$573^{+630}_{-324}$,No
5283458,K01547.01,,CANDIDATE,5713,102,2020AJ....159..280B,7.60,0.08,2021ApJS..255...17S,21,10,585,86,67,,,,12.33,2020AJ....160..108B,30.69,0,0,1,$585^{+86}_{-67}$,$> 561$,Yes
9491832,K04226.01,,CANDIDATE,6114,135,2020AJ....159..280B,13.30,0.13,2021ApJS..255...17S,87,5,2969,414,651,587,838,380,2.11,2020AJ....160..108B,49.56,518,0,1,$2969^{+414}_{-651}$,$587^{+838}_{-380}$,Maybe
6520753,K04504.01,,CANDIDATE,5238,100,2020AJ....159..280B,9.04,0.09,2021ApJS..255...17S,,,661,91,92,,,,1.57,2020AJ....160..108B,4.13,0,0,0,$661^{+91}_{-92}$,--,--
